id,Number_of_Shots_Fired,Distance_of_Victim_from_Police,Response_Time,Number_of_Officers_Involved,Time_of_Day,Population_Density_Of_City,Duration_of_Incident,Distance_from_the_Nearest_Police_Station
5548,5,1466,10,2,04:52AM,271083,7,1449
5550,9,1445,9,3,05:00AM,155741,89,1837
5551,2,866,3,6,07:39AM,426975,79,647
5552,9,21,16,2,09:28PM,312858,16,1237
5553,4,1251,12,1,08:28AM,464660,9,1662
5554,1,1436,16,4,07:05AM,159175,30,429
5555,2,37,16,1,08:23AM,256861,35,839
5556,1,454,17,3,05:56PM,190465,87,911
5559,5,364,15,2,11:37PM,488105,7,1651
5560,7,650,7,3,02:42PM,174838,19,1470
5562,5,342,13,6,10:05PM,444406,61,1067
5563,0,1244,19,6,03:54PM,465388,31,1341
5564,6,709,20,2,08:03AM,236079,64,651
5565,10,964,11,6,05:02PM,109302,38,1762
5566,10,904,18,5,10:10AM,271083,36,786
5568,1,474,6,1,11:16AM,457318,27,1680
5569,2,1423,11,6,04:14AM,342440,38,271
5570,8,981,14,5,12:24AM,101354,44,1198
5573,0,1472,2,5,05:34PM,228323,72,1976
5574,1,170,16,4,04:29AM,440398,49,189
5576,10,1140,6,2,08:20AM,291623,44,1814
5577,3,775,4,6,08:05AM,321118,57,1395
5579,1,287,8,4,01:07PM,449548,14,1239
5580,1,1085,19,5,03:07PM,305310,54,362
5582,9,1483,1,1,07:42PM,279863,49,1001
5583,4,1287,11,6,04:24AM,136061,36,1041
5584,9,851,1,5,04:49AM,205656,85,1803
5586,6,55,7,3,07:07PM,492449,73,747
5588,7,436,15,3,01:25AM,449923,83,1034
5589,0,1140,14,1,02:33PM,337085,2,726
5590,8,313,6,4,02:00AM,473560,73,1131
5592,9,447,0,1,03:43AM,219930,23,1626
5594,6,837,13,2,01:24AM,280504,52,443
5595,6,405,15,5,06:16PM,152472,20,1123
5596,8,169,6,2,06:15AM,175797,50,261
5597,2,155,16,1,09:39AM,237429,22,366
5599,1,640,5,6,08:08AM,202881,9,1522
5600,5,854,20,5,06:49PM,347596,74,1626
5602,10,576,10,2,02:58PM,370318,15,1303
5603,10,798,20,2,01:00AM,276500,5,902
5604,7,603,19,1,02:34AM,493674,48,1569
5605,2,303,7,3,01:09AM,193493,56,1247
5607,3,1484,2,1,10:12AM,271686,72,227
5608,5,377,5,4,04:46PM,430267,48,362
5609,7,49,3,1,11:13AM,324840,63,678
5610,10,494,5,6,01:17PM,325259,24,1412
5612,8,948,17,2,08:19PM,361130,51,928
5613,10,1276,7,5,05:57PM,158566,2,1826
5614,9,900,2,4,02:06AM,209657,48,911
5616,7,876,20,3,02:52AM,124562,85,1542
5618,8,207,0,5,09:51AM,113856,17,1818
5621,3,223,8,3,10:40PM,432568,37,214
5622,7,693,9,5,06:47PM,271083,35,1337
5623,0,223,1,1,04:34PM,122492,12,638
5624,4,1123,14,3,06:59AM,444406,82,167
5625,7,644,15,5,08:18AM,237375,77,1104
5627,8,1466,20,5,11:01AM,214259,29,270
5628,10,719,16,5,02:53PM,276500,26,749
5631,4,138,9,5,01:26PM,141061,36,1514
5633,10,877,11,6,08:44PM,365482,89,1278
5634,2,245,10,4,12:16AM,412310,67,691
5636,0,1081,2,1,09:23AM,219930,60,1592
5637,5,25,15,4,09:36AM,295883,67,907
5638,3,514,9,5,08:08PM,457849,40,1339
5640,4,1479,3,3,10:57PM,254723,66,1564
5641,0,718,10,1,01:20PM,430236,25,143
5642,5,822,20,1,02:35PM,187034,90,467
5643,3,181,7,4,07:02AM,302713,4,144
5644,0,672,3,1,11:15PM,464523,17,1394
5645,10,1413,7,4,08:25AM,222524,60,225
5647,7,728,9,5,10:25PM,195114,23,1238
5648,3,866,4,4,10:46PM,264105,54,714
5650,0,839,11,2,01:32AM,382510,39,1871
5651,0,58,3,2,10:22AM,265760,62,1893
5652,6,825,2,4,10:35PM,293712,11,1634
5653,5,504,7,5,02:49AM,219930,67,883
5655,2,314,0,6,09:44PM,390301,8,1091
5658,9,372,4,5,09:56PM,286026,40,1739
5659,2,744,5,2,03:43AM,137728,88,1097
5660,6,250,15,5,01:36AM,318383,85,1180
5662,7,128,16,1,11:30PM,180011,55,425
5663,4,702,5,6,07:45PM,245210,23,757
5664,6,885,6,5,03:16PM,277388,73,1390
5665,9,397,17,3,01:06AM,413805,33,818
5667,8,241,1,3,12:02AM,257686,46,1189
5668,0,1194,2,2,08:21AM,487458,36,1944
5669,1,1248,2,6,12:39PM,204108,4,320
5671,0,479,10,5,12:25AM,408236,62,1912
5673,1,374,19,1,12:23PM,341920,66,578
5676,5,172,17,1,05:07PM,212604,33,785
5678,0,992,7,3,12:09AM,464641,81,560
5679,10,878,0,4,08:56PM,449147,37,484
5681,10,891,18,6,06:45AM,279471,88,909
5682,2,440,5,6,07:10PM,363344,29,1496
5683,10,1283,6,6,12:12AM,325579,78,936
5684,9,1241,17,5,03:02AM,158235,29,1856
5685,10,346,17,5,04:09PM,223420,9,1769
5686,5,797,15,5,01:07PM,434341,63,1209
5688,6,353,8,2,05:09PM,286589,76,649
5689,10,20,4,2,09:50PM,261193,18,1380
5691,5,732,18,5,02:33PM,339437,39,218
5692,9,405,6,3,07:16PM,426975,10,594
5695,5,1230,8,5,06:10AM,342440,69,1375
5696,9,801,11,2,03:48AM,207102,39,1639
5697,5,153,1,3,06:49AM,293569,76,1692
5702,4,750,19,4,02:21PM,183831,87,634
5703,4,332,10,5,03:36PM,276500,35,133
5705,0,523,0,2,10:11AM,416622,56,810
5706,8,275,17,2,12:39PM,276500,73,634
5707,3,897,7,6,04:36PM,299162,11,1751
5708,9,1481,20,5,07:11AM,208822,41,1882
5711,10,806,14,4,06:07PM,176449,59,1352
5712,9,93,15,2,07:33AM,444212,36,811
5715,3,442,17,6,10:17AM,408236,52,1736
5716,7,13,12,1,06:25PM,260092,24,1900
5717,2,1395,10,2,08:18PM,382160,34,963
5720,10,286,11,2,06:27PM,261994,13,746
5722,10,822,8,2,10:22PM,280260,69,1093
5723,10,1290,3,5,09:31PM,214028,14,1427
5724,9,461,1,1,06:48PM,190465,52,1886
5725,1,1171,15,4,12:27PM,419225,17,875
5726,3,912,19,2,09:26PM,104184,49,528
5728,8,389,3,1,09:50PM,190465,34,243
5729,6,302,11,6,05:40PM,146982,12,1246
5730,8,1443,6,4,01:45PM,389649,89,1810
5732,6,38,9,3,01:03PM,367853,85,1274
5734,6,1083,17,1,08:40AM,276845,89,369
5738,0,461,2,4,09:24AM,124562,9,410
5742,0,716,13,1,11:11AM,222544,79,599
5745,0,352,15,2,11:03PM,187983,67,306
5748,8,477,15,2,01:03AM,190465,86,900
5749,9,794,0,4,01:37PM,325579,35,1429
5750,10,1193,1,5,10:37AM,410040,47,1952
5752,1,599,14,5,06:09AM,428950,2,1280
5755,5,378,17,3,07:59PM,271083,17,1574
5757,6,1293,1,5,07:51PM,280504,87,845
5758,3,1454,9,2,01:35PM,342440,64,1569
5759,5,875,1,4,08:49AM,453704,22,687
5760,7,249,18,3,11:01PM,495763,67,1778
5761,3,312,19,6,11:38PM,478908,79,1397
5767,1,252,10,1,06:39PM,466797,56,593
5769,2,1492,6,4,11:16PM,348108,34,925
5770,2,829,20,3,04:32PM,318404,74,403
5771,6,871,0,4,08:45AM,125344,68,911
5772,2,604,18,3,09:27PM,181268,33,1302
5773,3,1259,19,1,02:21PM,219930,58,637
5775,10,1480,15,3,07:51AM,411000,60,1734
5776,5,556,15,6,12:07PM,166600,47,931
5777,7,661,16,1,03:29AM,178228,6,1465
5778,6,1353,7,3,07:41PM,423060,36,1917
5779,1,661,3,6,07:52PM,271686,78,393
5781,5,1196,0,1,10:45PM,165744,2,943
5782,8,675,14,5,03:39PM,297140,11,1204
5783,0,1184,16,2,01:45AM,272962,44,1784
5784,0,605,10,2,04:16AM,106540,25,1341
5785,9,1363,15,4,03:51AM,423367,68,1513
5787,7,269,2,2,07:17PM,296421,35,834
5788,9,138,18,2,10:56PM,416217,58,1418
5789,7,887,5,5,01:50AM,387743,21,1733
5790,7,1099,2,6,04:35AM,200980,69,686
5793,6,292,6,4,03:24AM,228699,74,353
5795,2,298,16,5,09:47AM,287635,28,1955
5797,10,1130,16,1,03:38AM,117457,61,1915
5800,0,911,19,6,07:42AM,371986,64,1324
5801,8,1484,8,5,06:39PM,119756,19,1962
5804,4,953,13,2,03:26AM,363744,90,909
5805,6,1164,9,1,01:31PM,181268,38,379
5808,2,1124,8,4,02:40AM,183556,63,1483
5811,4,1,0,1,11:42PM,466654,85,1152
5812,8,1176,4,5,07:32PM,130504,41,1229
5813,8,1315,4,6,10:11PM,384883,24,177
5814,9,1462,9,2,02:42PM,467239,17,1486
5817,0,1190,8,3,05:52PM,241709,82,1777
5820,6,1119,17,4,04:08PM,129407,26,1337
5821,4,139,18,1,04:09PM,155768,11,561
5822,6,1039,11,4,06:21PM,215852,28,1886
5825,2,806,7,5,02:04AM,165744,33,1237
5827,5,671,4,6,02:35PM,270080,35,325
5828,2,592,8,6,03:45PM,389133,17,1572
5829,4,235,11,2,07:18PM,185577,37,1640
5830,2,659,17,3,08:40PM,378446,46,321
5832,7,43,17,3,04:18PM,363744,89,849
5834,4,420,5,2,07:41AM,191185,69,1865
5835,1,1379,8,3,04:44PM,171280,16,384
5836,5,228,6,6,03:18PM,230209,70,226
5838,0,1405,5,6,11:29PM,233103,75,288
5840,8,946,4,4,02:29PM,217470,61,789
5841,4,1265,7,3,10:31PM,277394,59,143
5844,3,80,19,2,09:59AM,208563,37,1696
5847,7,334,12,3,02:38AM,390112,45,323
5849,3,1100,2,3,03:29PM,204449,90,204
5851,9,770,5,2,04:40PM,101354,64,1989
5852,9,648,4,3,11:33AM,207102,22,874
5853,7,481,10,6,04:14PM,372049,9,1135
5854,7,17,14,4,12:50PM,190465,82,1344
5855,7,411,20,2,12:04PM,318623,48,1207
5856,10,965,10,6,05:49AM,467239,35,229
5857,7,1377,0,3,10:21PM,443509,54,743
5858,2,68,0,4,05:47PM,272962,77,1414
5860,6,1198,9,5,06:52AM,480938,83,1514
5861,8,781,16,2,08:01PM,210298,77,770
5862,8,272,11,4,03:42PM,190465,2,1194
5865,5,200,13,2,03:59PM,283164,50,1195
5866,10,1045,17,4,06:37PM,158235,2,1132
5868,1,1217,5,1,11:14AM,362858,23,289
5870,3,468,0,5,01:18AM,413581,76,1908
5871,8,449,8,3,05:59PM,264817,47,1828
5872,10,1435,13,1,06:11PM,264105,28,200
5873,3,1430,2,5,10:07AM,255930,70,570
5876,2,739,12,4,03:58PM,271083,12,1711
5877,3,341,16,4,03:00AM,105266,17,1950
5878,3,537,8,3,03:43PM,466697,76,1541
5879,3,761,13,6,10:49PM,474641,46,1867
5880,8,620,7,1,02:02PM,378076,24,655
5881,0,452,10,6,09:18AM,409531,14,484
5882,10,619,17,1,11:52PM,432943,30,700
5883,4,1273,12,5,07:47AM,103323,10,117
5884,10,109,4,6,08:05PM,305343,22,1756
5886,3,32,19,3,04:25PM,220730,2,488
5888,1,1031,1,1,03:40AM,366819,82,1223
5892,4,1169,19,5,03:21AM,363744,41,1546
5893,0,996,3,6,10:39AM,176418,37,747
5896,10,769,13,3,06:06AM,271686,50,1709
5897,9,1243,14,3,10:10AM,152472,30,680
5901,2,1140,0,5,03:11PM,492129,66,1999
5902,9,183,15,2,04:00AM,384799,47,870
5903,2,384,12,2,02:04PM,319877,21,1624
5906,7,33,5,6,06:20AM,378013,62,189
5907,9,32,1,2,03:32PM,298089,11,1089
5910,2,319,1,6,05:23AM,166655,88,1645
5911,10,1320,7,5,02:47AM,276500,22,663
5913,9,246,12,1,09:40PM,190895,13,1925
5914,10,1111,17,5,02:31AM,427838,82,1706
5915,6,403,4,1,01:50AM,287364,87,809
5916,5,194,9,5,01:52PM,405530,60,1071
5917,4,125,8,3,03:33PM,412864,31,1045
5918,10,161,11,3,10:32AM,199697,81,1004
5919,10,893,11,6,01:54AM,166600,77,128
5920,10,596,18,4,12:23AM,480938,2,938
5924,4,595,6,4,07:00AM,466515,86,1063
5925,6,328,15,3,03:54AM,390131,29,489
5926,3,473,18,2,09:45PM,190465,32,134
5928,8,78,0,4,01:02PM,163795,9,1723
5929,4,1287,9,4,03:56PM,433663,69,1659
5931,5,75,6,4,03:05PM,444406,3,294
5933,1,862,15,6,12:33AM,190465,25,1412
5934,2,443,3,6,02:38PM,158235,39,1518
5935,1,1460,13,2,01:01PM,382510,75,485
5936,8,615,1,4,09:26PM,182540,2,1434
5938,5,190,17,2,12:50PM,163124,78,1572
5939,10,965,6,1,01:49PM,483818,66,1490
5940,2,676,9,6,06:33PM,427838,21,175
5942,3,1388,0,2,06:50PM,144200,50,1002
5943,1,1128,20,1,01:59PM,404045,45,331
5949,8,619,20,6,11:11PM,442558,46,996
5950,4,1094,7,4,07:44PM,136392,81,427
5952,2,1044,0,4,06:51PM,355643,85,978
5953,3,908,4,1,02:17AM,405722,31,1508
5954,8,1270,0,6,10:43PM,326206,26,1327
5956,7,278,3,6,01:19PM,428760,63,765
5960,10,192,12,5,06:03PM,106489,74,1372
5961,4,636,17,4,01:25PM,430267,57,823
5962,5,1252,5,4,06:36AM,221631,12,1836
5964,7,1226,6,2,01:04AM,418804,38,877
5965,9,149,18,2,09:16PM,471277,83,203
5967,1,889,19,3,10:36PM,435265,34,1355
5968,0,99,16,3,10:33PM,228089,18,1647
5969,5,285,3,5,09:34PM,291213,67,1798
5970,3,284,0,5,03:04PM,438205,24,1510
5971,5,1309,12,1,05:34PM,190465,54,349
5972,0,1119,4,4,08:45PM,479486,6,1937
5973,7,973,0,3,06:12PM,109878,73,571
5974,1,113,13,4,02:55AM,172076,59,326
5975,8,116,0,3,09:30AM,329266,8,426
5976,5,185,7,5,10:09AM,242950,65,1467
5979,4,1322,10,1,03:06PM,201463,21,1533
5980,4,1283,17,5,04:39PM,344105,82,559
5981,7,593,19,6,02:06PM,187034,63,656
5985,8,607,15,5,01:17AM,104335,60,1239
5986,10,136,19,4,12:18AM,266586,18,107
5989,4,92,13,4,11:17PM,127067,18,1966
5990,10,1154,0,6,03:03AM,370216,13,1139
5992,8,591,5,2,12:53PM,382627,72,674
5993,7,404,17,1,03:26PM,413599,47,1595
5996,4,18,12,5,07:02PM,261510,8,437
5997,7,877,17,2,12:21AM,341491,75,727
5998,6,434,3,5,03:10AM,415597,69,406
6000,8,1082,6,4,12:10PM,408236,47,1194
6001,10,536,12,1,05:20AM,208611,23,1376
6002,6,1259,15,4,02:47PM,280504,38,960
6004,5,265,20,6,03:03AM,459960,46,1744
6005,1,1311,7,6,04:22AM,294408,83,1317
6006,2,115,12,4,11:01AM,371646,68,727
6008,6,362,16,4,07:08AM,180138,49,401
6011,0,782,5,3,02:49AM,421238,62,673
6014,7,1149,5,6,12:52AM,219930,90,429
6015,10,1269,3,4,12:06AM,277034,64,1788
6016,9,340,7,3,10:14AM,219930,74,1175
6017,0,522,8,2,08:29PM,276500,56,1836
6018,10,335,8,1,04:20AM,440757,62,1559
6021,0,1129,15,1,05:12AM,133856,38,935
6022,4,511,16,3,07:14AM,444659,13,598
6023,5,1427,14,2,05:09PM,426975,84,1337
6024,2,35,2,1,07:11PM,460097,25,1534
6025,5,1062,2,3,03:33PM,409000,6,1104
6026,5,1298,3,5,12:14PM,280504,83,1617
6027,9,1169,2,3,02:18AM,480477,7,1205
6029,6,1472,4,1,12:41AM,193736,30,124
6031,3,356,10,4,07:42AM,487069,57,1323
6032,1,165,12,3,03:03AM,493430,17,1645
6033,2,974,15,1,04:46PM,434174,17,291
6035,0,1160,2,1,07:45PM,212604,37,1176
6037,7,276,19,5,06:21PM,277034,90,1122
6038,10,550,0,2,10:50PM,287635,23,1032
6039,9,1200,8,6,04:04AM,320192,79,1431
6040,8,1046,7,6,07:11AM,453704,77,1029
6043,8,555,2,6,08:08PM,491989,24,1083
6044,5,1193,5,2,04:01AM,390810,53,1619
6045,0,653,4,3,10:46AM,167207,18,814
6047,2,1419,6,1,12:56AM,176443,35,918
6048,4,840,8,3,04:23AM,169130,63,736
6049,5,1191,12,3,04:27PM,148160,73,1014
6050,5,224,15,2,04:26AM,268440,59,1178
6053,6,900,4,3,02:55AM,299494,65,800
6054,5,1011,12,1,12:50AM,407514,26,1044
6055,1,1234,2,3,06:11AM,335046,58,1798
6056,1,797,0,4,04:38AM,305343,15,823
6059,5,102,11,1,03:19AM,357637,30,1847
6060,10,967,13,1,06:31PM,106489,7,1928
6061,7,829,2,5,11:07AM,438013,47,380
6064,1,653,6,6,01:06AM,152472,30,272
6065,4,1049,3,4,03:26AM,279760,51,1597
6066,5,126,1,5,08:32PM,205820,32,1141
6067,8,22,4,3,04:15PM,388670,73,1630
6068,8,1400,16,6,03:50AM,228424,40,1994
6071,0,693,6,2,05:08PM,133171,35,1137
6074,2,871,4,2,03:47AM,348515,60,1141
6077,5,918,20,4,08:06AM,475308,53,480
6078,8,508,1,5,09:13PM,375684,56,1252
6079,6,1267,18,6,11:29AM,333957,86,978
6080,0,1238,19,3,01:25PM,270080,71,243
6083,3,318,11,3,04:22PM,313026,49,903
6084,4,366,18,1,07:27AM,265760,88,541
6087,8,1224,5,4,05:16AM,339939,70,1117
6090,4,982,1,4,05:19PM,480455,47,1417
6091,6,646,12,1,11:12AM,341651,56,1679
6092,5,1229,16,5,07:22PM,341651,80,1935
6094,8,418,13,4,02:43PM,426975,45,1930
6096,10,1467,4,5,12:57PM,195564,68,1568
6097,10,1427,15,4,12:55PM,165744,57,1972
6098,4,493,13,6,08:22PM,220866,35,981
6101,10,561,1,5,02:23PM,112806,65,1727
6103,4,1061,14,5,01:53PM,135303,42,1112
6105,10,1271,16,1,05:15AM,287635,38,975
6107,9,67,19,1,04:07PM,390112,23,501
6108,1,864,4,5,04:26PM,491984,25,590
6112,9,161,8,4,10:25AM,490142,78,747
6116,10,1067,9,2,07:01AM,405406,61,1763
6120,5,934,8,3,11:44AM,489457,71,1462
6122,6,956,18,5,11:49PM,222016,68,214
6127,6,830,15,4,09:14PM,165951,16,1186
6128,5,509,13,5,06:02AM,287364,85,1442
6132,3,1400,18,1,06:16AM,125636,73,1316
6133,4,1230,6,5,02:43AM,313204,15,1574
6135,9,1008,16,2,08:01PM,287553,84,1690
6136,3,1144,9,5,05:13PM,365451,40,1096
6138,2,225,9,6,12:06PM,176584,54,357
6139,6,1039,14,3,09:46PM,382636,84,1487
6141,0,1140,9,5,08:41PM,394599,38,1454
6142,10,670,11,4,02:20PM,209299,49,1111
6144,2,1432,14,4,05:31PM,434652,76,269
6145,4,317,5,6,01:31AM,417720,82,1153
6146,7,314,14,3,03:30PM,151194,23,1446
6147,1,1416,17,5,05:17PM,106489,55,1430
6150,6,504,7,6,05:39PM,197211,5,125
6151,3,114,2,1,08:12AM,204503,66,1556
6153,8,676,13,3,03:46AM,276500,49,772
6155,10,532,1,5,02:23PM,395554,48,1856
6156,10,1266,17,3,11:37AM,276500,83,1766
6158,6,1488,16,1,03:57PM,441285,61,360
6160,7,1380,11,5,04:50PM,121727,34,922
6162,1,352,0,2,07:05AM,270080,41,799
6163,6,1405,1,5,08:19PM,174838,33,1586
6164,4,1233,18,1,02:01PM,404732,7,1483
6166,7,816,10,6,02:08AM,311420,15,1092
6167,7,387,12,4,08:45AM,377954,88,1236
6168,2,1384,3,5,09:06AM,486101,71,778
6169,3,1496,16,2,08:52PM,172539,52,1575
6170,5,246,15,1,12:09PM,103457,90,1242
6175,7,226,5,4,03:35PM,285493,56,1920
6180,5,337,19,6,03:12AM,444890,51,1973
6184,6,405,15,6,02:11AM,369409,56,136
6185,2,1304,16,4,04:53PM,124562,50,541
6186,9,219,19,1,02:42AM,472162,76,1492
6190,10,959,10,3,08:09AM,113760,44,1910
6192,0,1317,5,2,08:52AM,407648,83,1538
6193,7,1197,20,6,07:59PM,482898,13,776
6196,6,101,14,3,08:20PM,396653,65,1287
6197,3,1376,18,3,10:12PM,276500,58,1065
6198,4,946,18,1,11:57AM,124562,4,313
6199,9,245,11,5,12:36AM,296040,70,500
6201,2,285,5,2,08:33PM,235949,18,306
6202,1,1435,10,1,05:34PM,165744,58,864
6203,2,241,2,6,06:00PM,207706,39,1771
6206,5,1096,10,3,03:09PM,104335,70,114
6207,2,746,13,3,08:31AM,124562,45,282
6209,5,709,5,5,01:12PM,413052,71,944
6210,4,1115,14,2,10:21AM,187034,83,1388
6211,9,246,20,4,04:52AM,311594,18,1069
6212,5,1163,14,1,09:36AM,299162,24,1096
6213,1,960,20,1,05:19AM,221860,72,1387
6216,4,927,7,2,01:49AM,495763,37,1314
6218,2,1035,5,4,02:56AM,430267,55,1243
6220,8,37,4,1,09:23PM,438248,23,634
6223,8,403,10,2,03:17AM,158235,9,1373
6224,8,820,0,5,06:59PM,208611,85,1634
6225,2,491,4,1,07:46PM,467389,8,468
6229,7,733,0,4,07:05PM,270080,14,740
6230,8,827,13,2,11:43PM,480938,13,538
6231,6,573,1,4,09:55AM,325579,40,1658
6232,6,394,2,3,06:44PM,212326,18,1294
6236,9,867,15,5,06:57AM,449147,16,1202
6246,10,58,3,5,10:21AM,482269,90,1765
6247,3,101,14,5,07:36PM,489325,55,1340
6248,9,1339,12,1,03:34PM,277388,38,327
6249,10,423,7,1,06:08PM,224660,51,401
6250,3,162,11,5,12:15AM,188748,8,1373
6252,6,1005,9,1,04:41PM,126540,8,458
6255,5,791,1,5,02:09PM,152472,13,668
6258,9,639,1,4,04:06PM,262836,10,1915
6262,5,284,12,3,08:39PM,219930,30,1053
6269,9,363,0,4,11:39PM,217191,76,290
6270,9,1485,2,1,07:54AM,470447,56,1553
6271,9,1155,20,1,02:36AM,352855,48,1808
6272,5,1317,6,2,02:41AM,110686,66,427
6273,5,956,18,5,12:01AM,292186,25,328
6276,8,373,7,5,09:03PM,384882,75,1864
6277,5,114,11,3,04:56AM,287364,31,1974
6282,3,1226,12,2,10:35PM,136988,80,848
6284,1,517,4,5,07:19AM,478614,52,900
6285,3,865,11,6,03:40AM,367853,89,981
6290,6,1110,6,4,11:17AM,276500,89,1775
6300,0,460,17,4,12:50PM,413480,62,1981
6306,9,646,14,4,10:46AM,285930,73,919
6311,6,573,20,2,09:35PM,420131,56,988
6313,8,247,3,2,10:27AM,118031,72,507
6314,7,1394,7,3,05:22PM,287635,7,1118
6316,6,1194,19,4,09:23AM,178789,4,1213
6320,9,832,7,3,03:32AM,457945,33,1984
6325,2,879,20,4,01:37PM,176584,84,323
6333,10,1480,19,4,10:41AM,185577,90,671
6341,6,1026,10,5,06:06PM,135538,44,501
6343,0,141,19,4,06:41AM,277388,88,981
6344,1,711,2,2,09:54AM,170413,32,648
6359,1,1032,15,5,08:19AM,265909,88,1246
6360,0,65,0,3,12:33PM,222816,24,411
6361,1,463,5,5,07:43PM,174028,16,1346
6363,1,815,12,5,09:21AM,430267,56,454
6364,2,1222,14,1,05:30PM,464054,61,614
6373,9,502,13,2,12:48PM,217470,77,1781
6375,2,955,9,6,05:48PM,444406,62,874
6377,5,969,18,2,09:50PM,294408,59,494
6378,9,1058,19,5,11:32PM,325937,26,441
6379,7,1500,12,2,02:28AM,372743,87,1234
6383,8,911,0,6,05:58PM,121980,15,1849
6384,7,708,0,6,03:28AM,437382,70,1985
6386,2,571,20,6,08:03AM,323591,71,1956
6387,10,239,11,2,05:14PM,102867,68,1670
6388,8,1424,15,3,06:49AM,274538,42,838
6399,10,154,11,2,02:53PM,399488,70,163
6401,10,325,19,5,11:35AM,166179,45,476
6403,8,1034,14,6,01:25AM,383168,8,1665
6407,3,1126,1,4,05:44AM,287364,67,1164
6408,5,1009,7,5,01:21AM,159339,35,1173
6409,10,1200,12,6,01:51PM,382510,73,1059
6418,7,844,12,4,08:29AM,129291,9,1540
6420,8,336,14,5,03:50PM,444406,86,1367
6424,0,1227,14,2,08:41AM,342440,49,1012
6426,3,1075,5,2,05:13AM,110951,82,1935
6429,0,775,20,1,12:24AM,111006,58,743
6431,1,595,11,5,09:18PM,397075,50,567
6432,6,146,9,6,07:45AM,479593,69,1586
6434,7,1152,18,3,09:08PM,273688,28,1281
6437,10,376,11,4,08:33AM,351481,10,1707
6443,7,1175,17,3,06:31AM,118917,29,579
6444,0,196,18,1,07:17AM,170820,5,606
6445,6,306,6,4,01:45PM,323591,6,631
6450,3,1422,0,1,08:52AM,294739,31,1109
6455,7,996,9,6,10:35AM,415154,31,1019
6458,3,282,9,6,10:27PM,245165,61,605
6460,9,1308,20,1,10:07PM,234390,31,1089
6461,3,1371,8,5,11:39PM,273628,77,1163
6464,3,280,9,2,10:06AM,277096,15,736
6466,1,531,14,5,10:54AM,342440,8,465
6469,9,986,20,2,08:45PM,230532,84,1071
6477,3,653,0,5,02:44PM,311842,75,1646
6483,5,189,0,2,05:59AM,438631,73,639
6485,2,490,1,1,10:54PM,488318,90,1766
6488,1,303,11,6,09:58AM,382510,48,339
6495,6,907,9,3,02:45AM,146982,3,509
6496,8,1179,1,4,06:05AM,366123,31,580
6501,3,541,17,3,10:12AM,138960,22,1932
6506,4,1076,0,2,05:14AM,268592,85,915
6512,9,1277,11,4,07:02PM,124562,23,358
6515,1,331,5,6,09:20AM,285464,80,199
6516,7,608,0,1,06:41PM,262078,65,534
6518,3,1021,19,1,07:43PM,193234,8,1624
6525,4,1137,1,5,10:11PM,441687,67,1666
6526,6,1204,18,4,06:36AM,471277,11,421
6527,7,985,12,4,07:49AM,362858,88,1295
6528,10,117,17,6,04:17AM,271083,40,916
6531,10,411,1,3,11:34PM,189231,81,1720
6532,3,904,1,2,02:50PM,152472,75,1519
6538,9,284,12,1,11:59PM,123078,83,1577
6539,2,679,18,4,02:38AM,190465,10,1751
6541,4,1367,0,6,02:46AM,385021,26,673
6544,9,290,12,5,02:30AM,280260,71,598
6545,3,65,18,3,08:04AM,232272,47,706
6546,4,44,0,2,03:12PM,382510,82,1510
6549,6,756,7,4,12:48AM,166686,9,1866
6553,1,247,13,4,02:10PM,271083,81,1787
6554,5,260,13,3,03:53AM,109494,51,1998
6562,4,1312,17,3,05:51PM,482718,79,302
6572,2,541,12,5,12:03PM,197699,41,1405
6581,6,1159,4,5,03:38AM,221454,69,1678
6589,8,999,13,4,04:27AM,366119,23,1503
6591,3,1202,12,5,07:37PM,414814,19,996
6598,3,1070,1,5,10:03AM,261368,51,1262
6601,1,45,9,3,10:17AM,476855,67,1349
6605,2,381,10,5,08:01PM,372743,18,1872
6607,3,379,4,3,12:51AM,110486,85,128
6611,9,182,3,6,08:27PM,325579,14,171
6612,8,219,9,5,06:11PM,457998,76,647
6623,6,925,17,4,07:36PM,372743,62,701
6633,6,1205,20,2,02:44PM,124482,87,937
6635,4,1178,15,1,05:57AM,303315,15,733
6640,2,568,10,1,10:13PM,357616,47,529
6656,10,272,5,5,03:50PM,282875,60,1124
6657,8,1215,16,5,12:45AM,463532,63,1489
6664,1,1285,12,3,12:00AM,237151,50,844
6668,3,343,13,5,04:16AM,207358,65,1145
6672,10,1252,3,6,08:40PM,378446,90,1891
6676,3,438,13,3,09:42PM,421141,89,347
6679,2,1071,7,3,04:57AM,454089,32,1533
6680,4,1412,2,1,05:39PM,139864,29,626
6682,10,1315,19,6,10:20AM,139864,13,1840
6683,1,1029,7,2,01:31AM,349787,62,1156
6684,8,9,12,6,11:14AM,304075,35,1624
6685,0,707,9,3,08:16PM,429040,31,138
6687,8,992,12,5,01:38AM,286896,4,100
6689,9,575,0,6,01:28AM,425176,74,929
6690,5,534,11,4,11:39PM,213890,18,1352
6693,0,483,12,6,02:41PM,219930,68,1941
6694,8,369,1,1,05:06AM,286896,20,1547
6699,9,1170,2,6,11:18AM,190465,33,1455
6710,4,175,15,1,06:36AM,402152,79,1824
6711,3,970,9,1,02:44PM,313952,37,580
6716,0,205,14,3,06:21AM,152472,65,1264
